idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
88,412,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,10,Group 7
88,354,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,26,Group 7
88,569,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,6,Group 46
89,502,"A school committee will consist of exactly four members, one of whom will be its president.",the four members will be on the same school committee,the four members will be on different school committees,A,A,surface,a,indefinite,exactly four,number,,11,Group 25
89,394,"A school committee will consist of exactly four members, one of whom will be its president.",the four members will be on the same school committee,the four members will be on different school committees,A,A,surface,a,indefinite,exactly four,number,,15,Group 25
89,458,"A school committee will consist of exactly four members, one of whom will be its president.",the four members will be on the same school committee,the four members will be on different school committees,A,A,surface,a,indefinite,exactly four,number,,24,Group 25
89,563,"A school committee will consist of exactly four members, one of whom will be its president.",the four members will be on the same school committee,the four members will be on different school committees,A,A,surface,a,indefinite,exactly four,number,,26,Group 25
89,349,"A school committee will consist of exactly four members, one of whom will be its president.",the four members will be on the same school committee,the four members will be on different school committees,A,A,surface,a,indefinite,exactly four,number,,12,Group 25
90,409,A farmer has fifteen cows.,some of the fifteen cows belong to different farmers,all fifteen cows belong to the same farmer,B,B,surface,a,indefinite,fifteen,number,,21,Group 53
90,353,A farmer has fifteen cows.,some of the fifteen cows belong to different farmers,all fifteen cows belong to the same farmer,B,B,surface,a,indefinite,fifteen,number,,6,Group 53
90,519,A farmer has fifteen cows.,some of the fifteen cows belong to different farmers,all fifteen cows belong to the same farmer,B,B,surface,a,indefinite,fifteen,number,,26,Group 53
90,462,A farmer has fifteen cows.,some of the fifteen cows belong to different farmers,all fifteen cows belong to the same farmer,B,B,surface,a,indefinite,fifteen,number,,5,Group 53
90,571,A farmer has fifteen cows.,some of the fifteen cows belong to different farmers,all fifteen cows belong to the same farmer,B,B,surface,a,indefinite,fifteen,number,,11,Group 53
91,472,"Engineers at a power station activate seven switches - A, B, C, D, E, F, and G - to start a backup generator.",not all seven switches are activated at the same power station,all seven switches are activated at the same power station,B,B,surface,a,indefinite,seven,number,,5,Group 20
91,407,"Engineers at a power station activate seven switches - A, B, C, D, E, F, and G - to start a backup generator.",not all seven switches are activated at the same power station,all seven switches are activated at the same power station,B,B,surface,a,indefinite,seven,number,,24,Group 20
91,340,"Engineers at a power station activate seven switches - A, B, C, D, E, F, and G - to start a backup generator.",not all seven switches are activated at the same power station,all seven switches are activated at the same power station,B,B,surface,a,indefinite,seven,number,,14,Group 20
91,513,"Engineers at a power station activate seven switches - A, B, C, D, E, F, and G - to start a backup generator.",not all seven switches are activated at the same power station,all seven switches are activated at the same power station,B,B,surface,a,indefinite,seven,number,,12,Group 20
91,568,"Engineers at a power station activate seven switches - A, B, C, D, E, F, and G - to start a backup generator.",not all seven switches are activated at the same power station,all seven switches are activated at the same power station,B,B,surface,a,indefinite,seven,number,,12,Group 20
92,502,"A renowned painter creates exactly five paintings - P, Q, R, S, and T.",all paintings are created by the same painter,not all paintings are created by the same painter,A,A,surface,a,indefinite,exactly five,number,,9,Group 25
92,394,"A renowned painter creates exactly five paintings - P, Q, R, S, and T.",all paintings are created by the same painter,not all paintings are created by the same painter,A,A,surface,a,indefinite,exactly five,number,,14,Group 25
92,458,"A renowned painter creates exactly five paintings - P, Q, R, S, and T.",all paintings are created by the same painter,not all paintings are created by the same painter,A,A,surface,a,indefinite,exactly five,number,,25,Group 25
92,563,"A renowned painter creates exactly five paintings - P, Q, R, S, and T.",all paintings are created by the same painter,not all paintings are created by the same painter,A,A,surface,a,indefinite,exactly five,number,,22,Group 25
92,349,"A renowned painter creates exactly five paintings - P, Q, R, S, and T.",all paintings are created by the same painter,not all paintings are created by the same painter,A,A,surface,a,indefinite,exactly five,number,,25,Group 25
93,595,"A librarian sorts exactly ten books - B, C, D, E, F, G, H, I, J, and K.",all books are sorted by the same librarian,not all books are sorted by the same librarian,A,A,surface,a,indefinite,exactly ten,number,"I am choosing to interpret ""all books"" in the answer options as referring specifically to all of the ten books that are mentioned in the statement - not all books in the library.",25,Group 11
93,371,"A librarian sorts exactly ten books - B, C, D, E, F, G, H, I, J, and K.",all books are sorted by the same librarian,not all books are sorted by the same librarian,A,A,surface,a,indefinite,exactly ten,number,,7,Group 11
93,398,"A librarian sorts exactly ten books - B, C, D, E, F, G, H, I, J, and K.",all books are sorted by the same librarian,not all books are sorted by the same librarian,A,A,surface,a,indefinite,exactly ten,number,,14,Group 11
93,470,"A librarian sorts exactly ten books - B, C, D, E, F, G, H, I, J, and K.",all books are sorted by the same librarian,not all books are sorted by the same librarian,A,A,surface,a,indefinite,exactly ten,number,,25,Group 11
93,523,"A librarian sorts exactly ten books - B, C, D, E, F, G, H, I, J, and K.",all books are sorted by the same librarian,not all books are sorted by the same librarian,A,A,surface,a,indefinite,exactly ten,number,,24,Group 11
94,332,A zookeeper has twenty monkeys.,some of the twenty monkeys belong to different zookeepers,all twenty monkeys belong to the same zookeeper,B,B,surface,a,indefinite,twenty,number,,26,Group 9
94,556,A zookeeper has twenty monkeys.,some of the twenty monkeys belong to different zookeepers,all twenty monkeys belong to the same zookeeper,B,B,surface,a,indefinite,twenty,number,,5,Group 9
94,501,A zookeeper has twenty monkeys.,some of the twenty monkeys belong to different zookeepers,all twenty monkeys belong to the same zookeeper,B,B,surface,a,indefinite,twenty,number,,9,Group 9
94,556,A zookeeper has twenty monkeys.,some of the twenty monkeys belong to different zookeepers,all twenty monkeys belong to the same zookeeper,B,B,surface,a,indefinite,twenty,number,,26,Group 9
94,448,A zookeeper has twenty monkeys.,some of the twenty monkeys belong to different zookeepers,all twenty monkeys belong to the same zookeeper,B,B,surface,a,indefinite,twenty,number,,17,Group 9
95,494,"Technicians at a data center connect six servers - S, T, U, V, W, and X - to upgrade the network.",all six servers are connected at the same data center,not all six servers are connected at the same data center,A,A,surface,a,indefinite,six,number,,21,Group 52
95,383,"Technicians at a data center connect six servers - S, T, U, V, W, and X - to upgrade the network.",all six servers are connected at the same data center,not all six servers are connected at the same data center,A,A,surface,a,indefinite,six,number,,14,Group 52
95,607,"Technicians at a data center connect six servers - S, T, U, V, W, and X - to upgrade the network.",all six servers are connected at the same data center,not all six servers are connected at the same data center,A,A,surface,a,indefinite,six,number,,15,Group 52
95,439,"Technicians at a data center connect six servers - S, T, U, V, W, and X - to upgrade the network.",all six servers are connected at the same data center,not all six servers are connected at the same data center,A,A,surface,a,indefinite,six,number,,11,Group 52
95,551,"Technicians at a data center connect six servers - S, T, U, V, W, and X - to upgrade the network.",all six servers are connected at the same data center,not all six servers are connected at the same data center,A,A,surface,a,indefinite,six,number,,10,Group 52
96,598,No athlete runs four marathons a year.,there are no four specific marathons in question,there are four specific marathons in question,A,A,surface,no,negation,four,number,,27,Group 10
